Strategy,D_discharge_ppm,D_regen_ppm,D_total_ppm,Ah_discharge,Ah_regen,Average_abs_Crate,RMS_Crate,Peak_charge_Crate,Peak_discharge_Crate,Logged_total_ppm
Direct fixed gear,24.1454322144003,1.23781366695332,25.3832458813536,23.288727270551,1.95229230716427,0.438942446101868,0.539490169827018,0.6360406362457,1.62830310260938,25.383245881352
Local degradation e-CVT,24.1454322144003,0.395675019015643,24.5411072334159,23.288727270551,0.77683126065426,0.418501126548036,0.532182080641809,0.472118774238959,1.62830310260938,24.5411072334143
Predictive e-CVT,24.1454322144003,0.836809560235747,24.982241774636,23.288727270551,1.53872727055298,0.431750531835748,0.535895295686254,0.597856861880963,1.62830310260938,24.9822417746345
